Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Mouse tumor tissue 143 days vs 551 days GSE45606 aging:235,67/259,0.0013140884383082,0.0065934963746692,0,0,1.5774360901379567,10.465676502044316,POP5;DAZAP1;ARL6IP1;PRKCSH;RPLP1;SPPL2B;CDC20;PSMD4;TRIM28;EVA1B;FTH1;RUVBL1;TSPO;FAM53A;PIM3;SCARF2;JUNB;IER3;LYPLA2;METRN;AHSA1;EDF1;FOS;RABGGTB;YDJC;APRT;EEF1A1;PYGO2;MMP14;NDUFS7;UQCRC1;ATP6V1B2;JTB;MCM5;MCM2;CEBPB;SMARCD2;SZRD1;IER5L;CDCA8;SDR39U1;ARHGAP22;STIP1;SLC9A3R1;PCBP4;LMNA;EIF4H;CAMTA2;RPS2;EGR1;CDT1;FDPS;SIVA1;MTX1;PHF10;PLK1;VEGFB;MIB2;LSM4;ACVR2B;VASN;SLC25A39;XPOT;GNB2;CDK2AP2;EIF3G;EIF3D,Aging_Perturbations_from_GEO_down
Mouse liver 3 months vs 12 months GDS1990 aging:128,65/250,0.0013397825588373,0.0066065139970256,0,0,1.5880531173991208,10.505365125730258,NDUFA13;ALAS1;NDUFA11;CROT;ACTB;TUBA1B;CHCHD2;RPS19;LAMP2;RPL36;RPL35;GLUL;COX8A;SREBF1;ENDOG;GPX1;APOA1;RBX1;TNFRSF1A;TUBB2A;NDUFS8;NDUFS6;PALLD;NINJ1;KXD1;ATF5;CRELD2;TKT;RPL28;MGLL;OAT;AHCY;NDUFB7;SDC4;NDUFB10;NDUFB11;INSIG2;GSTP1;PON1;CRIP2;COX5B;COX5A;PSMB6;PSMB3;UBC;PGK1;RPL13;HACL1;ROMO1;CEPT1;RPL19;SLC16A1;NDUFA6;HSPA5;MDH2;NDUFA3;CHCHD10;QDPR;RPS28;PROC;FASN;APOC1;ID3;LAMTOR1;FAU,Aging_Perturbations_from_GEO_down
Rat extraocularmuscles 6 months vs 30 months GDS1279 aging:72,67/260,0.0014608429768453,0.0070813744301315,0,0,1.5691657683346665,10.244677873714682,ITGB1;APP;ARF1;CLTC;ATN1;HSPB2;TXN2;C4B;MAP1LC3B;TUBA1B;LGALS1;MAP1LC3A;EFEMP1;DBP;RPS19;PSMD2;FLOT1;TMED2;PRKACA;TMSB10;SCN1B;RPS9;PTOV1;RPS3A;MIF;TUFM;TNFRSF1A;MMP14;INF2;MYH3;PRKAR1A;CDC37;CSNK2B;JTB;TXNIP;RBCK1;RPL28;NBL1;ATP6V0C;SQSTM1;SLC25A11;GTF3C1;CD63;TNXB;RPL12;SLC41A3;CRIP2;COX5B;OAZ1;TNKS2;PGK1;RABAC1;RPL19;PDHA1;MDH1;NDUFA5;MDH2;NFYC;GOT2;NEK7;IDH2;VEGFB;HIGD2A;NSFL1C;DAB2;FAU;HSPA1A,Aging_Perturbations_from_GEO_down
Human CD4+Tlyphocytes 61 years vs 81 years GSE62373 aging:170,93/382,0.0014955919566722,0.0071289883268044,0,0,1.456527121204737,9.475048575176023,MDC1;MIDN;CLIC3;CCNH;GPR65;MRPL38;HSPB1;IFIT1;IFIT3;OASL;TCHP;PREX1;ARL5B;ZNF83;MYC;PIM2;PTGDS;JUNB;IER3;C11ORF68;PELP1;TSC22D4;DUSP2;DCXR;ZFR;PTOV1;HLA-C;NME3;UBALD2;ACTN4;RFX1;VPS37B;PASK;YDJC;SYTL3;SAP30;CDC34;SARS2;CD8A;RAB34;CCDC86;KXD1;NBL1;DUS3L;RNF166;IDO1;LRRC14;SNAP47;RRN3;CEBPD;TUFT1;NTN4;ADRB2;NR2C2;MFF;HELZ2;UGCG;NPAT;SBNO2;CCL5;MBP;PLCG1;LYAR;HES4;PRPF38B;GALNT4;CCZ1B;ZNF140;GPKOW;TMUB1;IFI44;RANBP9;ISG15;PA2G4;GATAD2B;HNRNPL;MAD2L2;DRAP1;XAB2;SPSB2;IL6;BCL6;MFAP1;GOLGB1;ATG2A;HLA-DPB1;TACC3;RBM42;TAB2;TECPR1;HSPA1B;NUCB2;HSPA1A,Aging_Perturbations_from_GEO_down
Human CD4+lyphocytes 52 years vs 72 years GSE62373 aging:167,90/368,0.0015252054656861,0.0071509633309218,0,0,1.465080679616172,9.501965562305282,ZNF512B;MIDN;NXT1;ELL;ASNSD1;ZC3H3;HSPB1;GCC2;ARID4B;RORA;IKZF3;SLC2A6;TUBB3;KIF5B;TNFAIP8L1;ZNF326;FGFBP3;HOXA6;JUNB;SH3GL1;MEF2A;DDX17;KLF10;DUSP2;MORC3;REXO1;S100A2;VPS13C;PDE4D;FIBCD1;TFE3;VPS37D;ACTN4;ASH1L;PASK;SCAMP1;JOSD1;MFSD12;GNL1;UHMK1;LENG1;CLDN4;MMP14;ZC2HC1A;MTHFD2;AKAP9;PAX9;MRTO4;DAGLB;TRIM11;NFAT5;AARS2;FGL2;NR2C2;CDKN2AIP;HELZ2;FBXL20;UGCG;LMAN1;CRACR2B;SERTAD1;RAB40C;BAG3;SNX25;LMNA;CTNNA1;HES4;TOE1;CREBBP;CCZ1B;CPSF1;CBX3;ZBTB10;M6PR;EIF2AK4;FANCE;TPCN2;TIMM10B;IL6;RYBP;STK17A;TAOK1;FOSB;GRB2;RBAK;FERMT2;EZH1;HSPA1B;SLC25A36;HSPA1A,Aging_Perturbations_from_GEO_down
Mouse liver 5 months vs 24 months GSE25325 aging:291,73/290,0.0018219125271201,0.0084043061734895,0,0,1.5208922278588854,9.5935881616507,NDUFA13;ALAS1;ARL6IP1;QPRT;MRPL38;ETFB;ECSIT;ACTB;MRPL2;TMEM147;DBP;SNRPD2;PSMD4;GUK1;PIM3;HGFAC;GAMT;BCKDHA;LYPLA2;FBXW5;GPX1;RPS5;AP1B1;TALDO1;EDF1;MIF;ATAD3A;SMDT1;DDAH1;NDUFS6;UQCRC1;PFDN2;CRELD2;VPS28;SMARCD2;SZRD1;OAT;RPN2;SDC4;WBP2;GSTP1;MRPS34;UQCR10;COX5B;HSD17B10;PSMA7;C2;MVB12A;RPS2;SLC38A3;NDUFV1;POLR2L;PEX16;GSTM1;SDF2L1;NDUFA6;NDUFA3;GOT2;MRPL28;G0S2;CHCHD10;LSM4;QDPR;GRHPR;CCS;PROC;BCL6;PSMC4;NDUFAB1;APOC1;LAMTOR4;EIF3D;COPE,Aging_Perturbations_from_GEO_down
Mouse heart 25 weeks vs 100 weeks GSE41018 aging:401,72/288,0.0023549197573718,0.0106905881048942,0,0,1.506674134229441,9.117259783677277,CDKN1C;RPL5;POP5;NRP1;NDUFA13;MRPS16;ARL6IP1;ECI1;HSPB1;ETFB;ALKBH7;ETS1;LGALS1;TMEM147;ABHD11;SNRPD2;FASTK;GRB10;ACADS;COX8A;BCKDHA;SUN2;ACOT7;DCAKD;TALDO1;MRPS21;AHSA1;EDF1;JOSD2;TUFM;RBX1;NDUFS8;NDUFS6;LCK;PALLD;UQCRC1;CASQ2;TXNIP;RPL28;NDUFB10;AK1;TWF2;TMEM160;CRIP2;ATP1A2;MRPL12;COX5B;CENPA;TTN;STIP1;UBB;UBC;PPARGC1B;NDUFA9;NDUFA7;UBE2B;FAM78A;MDH2;IDH3G;NDUFA3;GOT2;HIGD2A;RPS26;CS;ALDH4A1;BCL6;RCAN2;TOMM7;UBAP2;LAMTOR4;CRAT;FERMT2,Aging_Perturbations_from_GEO_down
Mouse retina 3 months vs 20 months GSE17423 aging:335,63/247,0.002577082476911,0.0115163373186962,0,0,1.546786191401506,9.220543055464828,GPSM1;RPL5;LPGAT1;PRKCSH;RPLP1;CLTA;CHCHD2;TMEM223;SUMO1;SMPD1;ARL6IP5;BBS9;RPLP2;HMGN2;KPNA2;HMGN1;DDX17;LYPLA2;PAQR4;PRMT1;PTOV1;LMTK3;TALDO1;AHSA1;FOS;DUSP7;PITPNM1;CSNK2B;RPL37A;ALDH1A1;CRELD2;ALDOA;SLC25A5;ZFPM1;KCTD15;CTBP2;CTBP1;NDUFB11;GSTP1;KLHL17;HSP90B1;PURB;MRPL20;MAT2A;PCBP4;PGK1;RPL13;IGFBP7;LYAR;CDR2;EGR1;UQCC3;MDH2;CHCHD10;UCKL1;HIGD2A;HNRNPF;FASN;CROCC;GNB1;CDK2AP2;REEP6;SPC25,Aging_Perturbations_from_GEO_down
Human CD4+Tlyphocytes 72 years vs 81 years GSE62373 aging:186,80/328,0.002899484659875,0.0127577325034503,0,0,1.4584483898128615,8.522038098271102,ATF1;COL18A1;CLIC3;ITGAM;GPR65;TRADD;BMI1;PPP1R18;RAB22A;DUSP12;TBK1;PPP3CC;DBP;ZNF83;MYC;ZSCAN32;ENC1;EFHD2;KIF21A;PTGDS;EOMES;GBP5;TSC22D4;CHST7;SLC35C1;TAP2;HLA-C;RRAS2;ACTN4;CASD1;TTC38;CD2AP;SAP30;TBL1XR1;CD8A;SNPH;DGKQ;FAM20B;ORAI1;IFNAR1;CLDND2;INO80E;STXBP3;USO1;ADRB2;MFF;CBL;ASCL2;VCPIP1;ERLEC1;COMMD8;CHST12;CCL5;MBP;LYAR;EPS15;SLC15A4;ACD;NDFIP1;PDHA1;GALNT4;CCZ1B;OSBPL5;GPKOW;STAT1;KIDINS220;NEK7;M6PR;ISG15;PBX4;PA2G4;ZBTB11;BATF;UCKL1;XPOT;GOLGB1;CENPK;TAB2;SSBP4;CD320,Aging_Perturbations_from_GEO_down
Mouse liver 6 months vs 26 months GSE20425 aging:366,73/296,0.0031983560165937,0.0138595427385728,0,0,1.4794211855145645,8.499449794365223,DIDO1;ALAS1;NUP188;WWC1;ONECUT1;NUCKS1;MCM10;AFF4;ACTB;ACTG1;DBP;CASP8;MYC;KIF5B;DBT;PIM3;KPNA2;IER2;MAP3K5;ACVR1;MED1;CBR1;SREBF1;USP2;MRPS2;DDX51;FOS;SND1;NCOR2;MMP15;AKAP9;FAM20C;SLC25A51;ARHGEF1;PFDN2;LAP3;PTMA;LRRC58;PPP1R15B;CEBPB;SDC4;CEBPD;GSTP1;TGFA;AK4;FURIN;PIK3R1;DHX36;DNAJC21;MXI1;GNA12;ASL;STAT6;SHOC2;RALY;EGR1;SF3A1;TRIM41;NONO;BNIP3;HIP1R;RANBP9;NR2F2;DOHH;GADD45G;VEGFA;MAFB;MAFG;BHLHE40;REEP6;NAA15;APBA3;SMAP1,Aging_Perturbations_from_GEO_down
Human brain (frontal cortex) 55 years vs 100 years GSE53890 aging:230,92/387,0.0033285544573629,0.0142084563403852,0,0,1.4106353426344451,8.047980971940811,CYFIP1;POP5;GPI;CHIC2;NRSN2;CUEDC2;POP7;ICE1;TRRAP;ARHGDIG;ZDBF2;PANX1;MRPL4;CALB2;LGALS1;OTUD6B;SAP130;TNFAIP8L1;IER5;ACVR1;KLF10;MORC3;ACOT7;GPX1;EXOC8;DCXR;MRPS2;LIG4;C4ORF48;DUSP7;THAP1;RCN1;BBS10;BBS12;ITPKA;KIT;ALDH1A1;CKS2;FSCN1;DNLZ;TAX1BP3;PFN1;ATP6V0D1;ALDOA;MPND;RNF166;ABCG2;CUTA;NLGN1;RAB1B;ABHD8;ASB13;TMEM160;WDR24;CORO1A;ACTR3B;STIP1;KLC2;ZNHIT1;TMEM65;RACGAP1;PSMB3;NRBF2;PIP5K1C;FSD1;SCAND1;RABAC1;NPTX2;JAZF1;SNX6;HES4;ANKRD34A;EGR1;SLC16A1;KLHL26;BAD;AMFR;TRAPPC5;ISG15;NETO2;LYSMD3;SPATA2L;ANLN;UBE2W;LSM7;TMEM158;EIF6;LHX2;UBE2S;ID1;BHLHE40;FARSA,Aging_Perturbations_from_GEO_down
Mouse skeletal muscle 5 months vs 25 months GDS2612 aging:96,58/227,0.0035604049454918,0.0149746443295685,0,0,1.5496917630165137,8.736977733942647,NDUFA13;TFRC;NDUFA11;TECR;HSPB2;GHITM;ETFB;RPS15;LAPTM4A;LGALS1;TMEM147;DBP;SNRPD2;FTH1;CTSD;PHLDA3;SREBF1;BPGM;GPCPD1;MLF2;NDUFS8;NDUFS7;COL6A1;RPL37A;TXNIP;ALDOA;PHPT1;SQSTM1;SLC25A11;SNRPB;CCDC142;PFKFB3;NDUFB7;NDUFB10;NDUFB11;SLC41A3;TIMM13;UQCR10;COX5B;U2AF2;POLR2I;ZBED5;MAP2K6;POLR2L;NDUFA9;NDUFA7;PDHA1;UQCC3;SMOX;IDH3G;NDUFA3;MID1IP1;GOT2;CHCHD10;CS;DRAP1;FASN;CYCS,Aging_Perturbations_from_GEO_down
Human CD4+lyphocytes 29 years vs 72 years GSE62373 aging:155,97/413,0.0038422068433187,0.0159256689447704,0,0,1.3886006339823085,7.72299178065654,XYLT1;RORA;GCC2;ARID4B;IKZF3;ZMIZ1;BASP1;IER3;MEF2A;DDX17;NOSIP;PASK;UHMK1;ZC2HC1A;GPR160;AKAP9;FSCN1;ATF5;RPL28;POM121;INO80D;NOTCH1;DCUN1D1;HELZ2;UGCG;BAG3;HMOX1;MBP;ZKSCAN1;CDR2;ABCA1;EGR1;CREBBP;EGR2;ZFHX3;GSTM1;CCZ1B;ZBTB10;M6PR;SETX;DAB2;TBXAS1;ID3;CALM3;GRB2;RBAK;CDK14;HSPB1;SLC7A11;SLC2A6;IRF2BPL;LYL1;UFL1;ZMYM5;TNFAIP8L1;OLR1;ITGAV;CHST7;CERS6;IFNGR2;VPS13C;FN3KRP;PLAUR;ZFP91;FOS;ZFX;IL17RA;ELF2;PITPNM2;BMP2K;TRIM59;DAGLB;NFAT5;AHCY;FGL2;CRIP2;TYMS;NR2C2;LAGE3;LMAN1;SERTAD1;TMEM204;UCP2;CTNNA1;E2F2;POLR2J;HES4;MARCKSL1;IL10RB;NDUFA3;RYBP;TAOK1;BCOR;TAF4;HSPA1B;SLC25A36;HSPA1A,Aging_Perturbations_from_GEO_down
Mouse retina 4 months vs 10 months GSE33674 aging:304,83/346,0.0039584297613297,0.0161730130248614,0,0,1.4267120946725338,7.892439846580102,POMT2;MDC1;ITGAM;UBXN2B;MCM7;WWC1;ZBTB26;PRDM1;ZFP82;LYST;SMC2;TMEM143;SNAPC5;C1GALT1C1;PTER;RUVBL2;RUVBL1;ARHGDIB;TK1;CEP97;ERMAP;ZNF322;RPP38;APAF1;MRPS25;ZDHHC12;SMC1A;TMEM177;IRF3;ALS2;MTHFD2;PPP1R3B;BBS12;HEATR5B;ETHE1;TARS2;CRELD2;UMPS;PRR11;IRF9;ASF1B;KLHL18;CHRNA5;ATF6B;CIAO1;DYNC2LI1;PSMC3IP;RACGAP1;RBBP5;TRA2A;SLC15A4;UBQLN4;CDR2;RBM10;TBC1D8B;PRPF38B;XBP1;MON2;SDF2L1;NFYA;NOP16;HSPA5;PCGF5;STAT1;STAT2;FBXL19;LAPTM5;APEX2;NFXL1;PARVB;FANCG;PML;UCKL1;LAS1L;FABP5;P4HA1;ABI3;RFWD3;CROCC;TTC30A;CDK2AP2;MPHOSPH8;CD320,Aging_Perturbations_from_GEO_down
Human CD4+Tlyphocytes 29 years vs 40 years GSE62373 aging:172,75/309,0.0043625765888947,0.0175731958369562,0,0,1.4483262906749454,7.871207935942436,PYGB;CTCF;MED16;PPP1R18;TCHP;SEC61A1;ACTR1A;TMEM43;KIF5B;NAPRT;COTL1;SEC62;KPNA2;ENOPH1;PELP1;ENDOG;USP5;OXSM;VPS13C;DAPK3;FN3KRP;ATP11B;RFX1;MED4;YWHAZ;CD2AP;IL17RA;TMEM254;PRPF6;TFDP1;MTHFD1;HNRNPH1;TMX1;IRF1;XRN2;GPR160;TTLL12;KIF20B;RAF1;SNAP47;NOTCH1;STXBP3;PRKX;MFF;NCAPH;RIC8B;CALHM2;TMEM204;RAD21;RIPK1;PLCG1;SAC3D1;AP1M1;BCL9L;HES4;CBX6;INTS1;CPSF1;STAT1;RPA1;M6PR;ISG15;LRWD1;PTK2;CLCN7;FBXL8;SPSB2;BOP1;MC1R;LRFN4;XPOT;TCEA1;CRLF3;BAP1;PLEKHM3,Aging_Perturbations_from_GEO_down
Rat heart 4 months vs 28 months GDS3102 aging:125,73/300,0.0045560012517628,0.0180974494167247,0,0,1.4529917693949828,7.833528996171047,ALAS1;TFRC;NDUFA11;SLC35F5;FHL2;AKR1B1;GHITM;ETFB;ECSIT;COX6A1;ACTB;PPP1CB;GJA1;MAP1LC3A;PSMD2;FTH1;ARL6IP5;MACROD1;ACADS;PDK1;MYOCD;HADHA;NDUFS8;NDUFS7;PRKAR1A;FDX1;UQCRC1;GINM1;ALDOA;PTMA;NDUFB9;ECHS1;NDUFB7;NDUFB10;EPAS1;NDUFB11;CRIP2;ATP1A2;COX5B;COX5A;HSD17B10;PSMA7;TTN;TMEM65;BTBD1;CCL5;UBC;STAT4;PGK1;RPS2;CYC1;ACSS1;NDUFV1;NDUFA9;CD74;PDHA1;NDUFA6;MDH1;HSPA5;MDH2;LAMB2;IDH3G;NDUFA3;GOT2;IDH2;PPP1CA;CS;BCKDK;RCAN2;CYCS;SERINC1;ACO2;CRAT,Aging_Perturbations_from_GEO_down
Rat hippocampus dentate gyrus 18 months vs 28 months GSE21681 aging:357,57/225,0.0046577587598742,0.0182482055523841,0,0,1.531705640984782,8.224065939237219,RPL5;NCKAP1;CMAS;BTG1;THUMPD1;RPL8;PPP3CB;FTH1;ENC1;HMGN3;SKP1;HMGN1;APC2;MAP2K1;ZFR;RPS3A;ITFG1;PJA2;EEF1A1;LMBRD1;TUBB2A;HNRNPH1;TMX1;TCP1;ATP6V1B2;SLC25A5;SSX2IP;CHMP5;LRRC58;FOXG1;USO1;ATP1A2;BHLHE22;NALCN;SNX3;COMMD8;GNG10;BTBD1;UBB;RPL18;ATP6V1D;CCT4;RAP1GAP2;NDFIP1;MDH1;HSPA5;CBX3;BAD;TNK2;CNBP;WDR13;ZWINT;LHX2;TTC3;SERINC1;KRAS;CALM1,Aging_Perturbations_from_GEO_down
Rat hippocampus 7 months vs 21 months GDS4019 aging:97,68/277,0.0048418935297056,0.018713264182376,0,0,1.469620905410379,7.8337398876046676,APP;NCKAP1;ARF1;ARHGDIG;GHITM;SLC7A11;CHD3;DCAF7;NRGN;MRPL41;LAPTM4A;TRIM28;SUMO1;CFL1;ENPP2;FLOT1;FAM3C;HMGN3;TMSB10;SKP1;HMGN1;SCAMP1;SYNGR3;FBXO11;YWHAZ;SYN1;WDR77;RRAGA;TUBB2B;NDUFS8;HNRNPH1;NHP2;ATP6V1B2;ERH;ATP6V0C;PFN2;ATP6V1A;NDUFB9;OAT;FOXG1;ATXN7L3B;ATP1A2;BHLHE22;SNX3;UBB;SUSD4;RPS2;ATP6V1D;SLC25A22;CCT4;RAP1GAP2;EGR1;MDH1;NEGR1;ATRNL1;CNBP;GOT2;ASNS;AP2B1;TUBB4B;ZWINT;COPS6;DAB2;CYCS;FAM171B;UBA1;VIM;SSBP2,Aging_Perturbations_from_GEO_down
Rat thoracicaorta 6 months vs 28 months GDS3077 aging:123,79/330,0.0051127469752097,0.0194966084654664,0,0,1.4223398214102063,7.504291140883683,SLC25A1;YWHAE;RPL5;NRP1;ARF1;ECI1;TECR;HSPB1;COX6A1;TXN2;ACTG1;C4B;LIPE;MAP1LC3B;AKR7A2;RPL36;PMEPA1;GLUL;CTSD;ACADS;TMSB10;COX8A;HSP90AA1;MECR;CLUH;PCYT2;TALDO1;MIF;TUFM;EEF1A1;PTP4A1;HADHA;NDUFS8;LOX;NDUFS7;NDUFS5;PPARG;ALDOA;TKT;SLC25A5;MGLL;NDUFB9;CEBPB;ECHS1;NDUFB10;CTBP1;NDUFB11;ATP1A2;COX5B;COX5A;PSMB4;UBB;PRKAR2B;INPP5D;PGK1;CYC1;NDUFA9;EGR1;JUN;PEX19;SLC16A1;PDHA1;NDUFA6;MDH1;NDUFA5;MDH2;IDH3G;CNBP;NDUFA3;IDH2;G0S2;CS;FABP5;P4HA1;HNRNPF;FASN;NDUFAB1;CYCS;SERINC1,Aging_Perturbations_from_GEO_down
Mouse brain 8 weeks vs 104 weeks GSE20411 aging:310,85/359,0.0051830816382374,0.0195047545859988,0,0,1.4022630199037431,7.379206499452366,ARF1;NDUFA13;PIK3CD;PRL;NRGN;CALB2;GJA1;TUBA1B;CHCHD2;AKAP11;YWHAQ;SUMO1;BASP1;DNER;ENC1;RPLP2;AP3S1;KIFAP3;GLUL;TMSB10;COX8A;SECISBP2L;HPCAL1;TALDO1;ACTN4;TMEM130;YWHAZ;SIRT2;MLF2;CLDN11;DDB1;PTP4A1;TUBB2B;TMEM256;TUBB2A;NDUFS8;TRAF3;TCP1;ALDH1A1;ERH;NAA38;ATP6V0D1;CTXN1;MPND;ATP6V0C;STX1A;CHMP5;NDUFB9;SNAP47;TTYH3;CNP;NDUFB11;FOXG1;AK1;DCTN3;ATXN7L3B;CRIP2;BHLHE22;OAZ1;SNX3;PURB;CDC42;ROMO1;SLC25A22;SPTBN2;POLR2L;EGR1;CBX6;MARCKSL1;NDUFA7;JUND;HSPA5;NDUFA3;IGIP;HIGD2A;HS3ST2;FKBP1A;PDP1;ARHGAP33;FABP5;GLRB;CYCS;LSM14B;BAP1;CDK16,Aging_Perturbations_from_GEO_down
Rat extensordigitorumlongusmuscles 6 months vs 30 months GDS1279 aging:70,65/264,0.0053804725908306,0.0199846124802282,0,0,1.4750527371345268,7.707119673518073,CCDC124;AKR1B1;RPL8;TXN2;ACTG1;PPP1CB;FTH1;GLUL;HRAS;SCN1B;PGM1;AXIN1;VEZF1;PTP4A1;HADHA;PTP4A2;COX7A2L;NDUFS8;NDUFS7;CDC37;NDUFS5;CSNK2B;PADI2;GINM1;RBCK1;RAF1;SLC25A11;NDUFB9;ECHS1;NDUFB10;MAOA;NDUFB11;AK1;SLC41A3;ATP1A2;COX5B;COX5A;PSMB6;UBB;TNKS2;RPS2;CYC1;RAB28;ATP9B;MPST;NDUFA9;PDHA1;MDH1;UBE2B;NDUFA5;IQSEC1;MDH2;IDH3G;MCRS1;CNBP;NDUFA3;NEK7;G0S2;ACVR2B;PPP1CA;CS;CPD;NDUFAB1;CYCS;CALM1,Aging_Perturbations_from_GEO_down
Mouse spinal cord 18 months vs 30 months GDS1280 aging:1,66/269,0.0055156423429192,0.0202240219240372,0,0,1.4682805168764317,7.6353041271263615,ARF1;PLEKHF1;CHPF;HSPB1;RPL8;MT2A;MAEA;TFG;RPL18A;YWHAQ;RPS18;BASP1;FTH1;LAMP2;ARHGDIB;RAC2;RPL35;PTGDS;GLUL;ENOPH1;KPNA3;SRGN;SREBF1;RPS9;GPX1;IFNGR1;HSBP1;RPS5;SND1;MRPL53;DPM3;CSNK2B;TTLL12;PFN1;SNRPC;SLC27A4;MACF1;RAB1A;RPL12;GSTP1;CRIP2;ATP1A2;KRCC1;C3;INPP5F;UCP2;MBP;IGFBP7;RPS2;NDUFV1;RPL19;NPDC1;NDUFA9;XBP1;NDFIP1;TNK2;NEK7;IRF2BP2;RPL23A;TUBB4B;TMUB2;RPS26;FKBP1A;FAU;VIM;EIF3C,Aging_Perturbations_from_GEO_down
Mouse liver 6 months vs 22 months GDS2019 aging:83,44/167,0.0056888929949758,0.0205952328678873,0,0,1.613582815461386,8.340996191596531,APP;RPL5;MACF1;ALAS1;AHCY;ZC3H3;GSTP1;CHD4;UQCR10;COX6A1;RPL8;UGP2;SNRPD2;UBB;POLR2A;U2AF2;RPL36;ENPP2;GNPNAT1;RPL13;RPS2;RPL19;SUN2;CD74;GABARAPL1;PCID2;NDUFA7;JUND;RPS5;USP2;CHCHD10;APOA1;RPL23A;SCAMP1;EPN1;RPS26;PTP4A1;RPS28;APOC1;PEMT;ACO2;RPL28;HCN2;MXD4,Aging_Perturbations_from_GEO_down
Mouse heart 5 months vs 30 months GDS2972 aging:113,56/223,0.0060631258935692,0.0216756750695099,0,0,1.5135160401249357,7.727301227278524,PYGB;ARF1;ECI1;PDCD5;SCX;ETFB;LIPE;PIM3;PTGDS;CTSD;BCKDHA;SUN2;GABARAPL1;RPS5;YWHAZ;EEF1A1;PTP4A1;CLIP1;RPL37A;TXNIP;RPL28;SQSTM1;XPR1;LRRC58;CEBPB;NDUFB7;CEBPD;TWF2;HSD17B10;MYL12B;HSP90B1;PSMB6;UBB;UBC;TSPAN4;RPL13;APBB1;RABAC1;ACSS1;NDUFV1;RPL19;NDUFA7;JUND;GSTM1;HSPA5;CNBP;BNIP3;IDH2;RAB11B;RPS26;RPS28;COPS6;ACO2;EIF3C;CRAT;MXD4,Aging_Perturbations_from_GEO_down
Rat thoracicaorta 3 months vs 28 months GDS3077 aging:121,67/278,0.0079707176870644,0.0281435217098819,0,0,1.4337049524475969,6.927634719462204,SLC25A1;ARF1;ECI1;TECR;HSPB1;COX6A1;C4B;LIPE;MAP1LC3A;RPL36;FLOT1;GLUL;CTSD;ACADS;COX8A;HSP90AA1;CLUH;PCYT2;TALDO1;MIF;TUFM;PTP4A1;HADHA;NDUFS8;LOX;NDUFS7;CASQ2;ALDOA;TKT;RAF1;SLC25A5;NDUFB9;CEBPB;ECHS1;NDUFB10;CTBP1;NDUFB11;ATP1A2;COX5B;COX5A;PSMA7;PSMB4;PRKAR2B;MYH11;CYC1;PEX19;SLC16A1;PDHA1;NDUFA6;MDH1;HSPA5;NDUFA5;MDH2;IDH3G;NDUFA3;IDH2;G0S2;CS;PFKL;FABP5;P4HA1;FASN;NDUFAB1;CYCS;SERINC1;HSPA1B;HSPA1A,Aging_Perturbations_from_GEO_down
Rat myocardium 18 weeks vs 22 weeks GDS4025 aging:142,83/356,0.0085609506270697,0.0298589253578284,0,0,1.373597563485204,6.539071694799166,RPL5;RPL31;RPLP1;PDCD5;HSPB1;GHITM;ETFB;RPL8;TXN2;RPS15;MT2A;CHCHD2;MAP1LC3A;SCP2;RPL18A;SUMO1;RPS18;SUMO2;ARL6IP5;AP1S2;MACROD1;BCAP29;TSPO;B2M;ACADS;SKP1;ATP6V1G1;LYPLA1;HSP90AA1;GPX1;PAM16;RRAS2;RPS3A;APRT;RBX1;TMEM256;NDUFS7;FDX1;TCP1;GINM1;ERH;SLC25A5;MMADHC;CHMP5;RAB1A;ECHS1;OAT;MAOA;MRPL18;TIMM13;COX5B;RCHY1;OAZ1;COX5A;KRCC1;HSD17B10;PSMA7;PSMB4;PSMB3;EMC2;TASP1;EMC6;RAB28;RPL18;RPL19;CCT4;PDHA1;NDUFA6;HSPA5;NDUFA5;CNBP;BNIP3;G0S2;CHCHD10;RPL23A;RNF146;FABP5;TOMM7;CYCS;LAMTOR2;FAU;RPS21;HSPA1B,Aging_Perturbations_from_GEO_down
Human CD4+lyphocytes 29 years vs 61 years GSE62373 aging:154,80/342,0.0089207049197435,0.0307388145427307,0,0,1.3793162550642415,6.509517973531182,TOP2A;XYLT1;GCC2;ARID4B;IKZF3;SLC2A6;RAB22A;ELK3;ZNF280D;HEBP2;UFL1;MED13;ZMIZ1;FTH1;ZMYM5;TNFAIP8L1;OLR1;MFSD1;ITGAV;ENOPH1;MEF2A;DDX17;CERS6;IFNGR1;ZNF281;IFNGR2;VPS13C;ZFP91;GPCPD1;UHMK1;TMEM254;ZC2HC1A;ELF2;TMSB15B;XRN2;GPR160;FSCN1;BMP2K;TRIM59;ATF5;SOS2;NFAT5;POM121;INO80D;NOTCH1;STXBP3;TYMS;NR2C2;CAMSAP1;UGCG;LMAN1;RAD21;UCP2;STX6;E2F2;MBP;ZKSCAN1;HES4;ABCA1;EGR1;CREBBP;EGR2;CBX6;MARCKSL1;NDFIP1;GALNT4;IL10RB;SLC35E4;ZBTB10;SETX;DAB2;RYBP;TAOK1;TBXAS1;ID3;GRB2;CENPN;BCOR;RBAK;SLC25A36,Aging_Perturbations_from_GEO_down
