Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Human retinalmacula 18 years vs 74 years GSE32614 aging:150,75/336,0.0313237633002874,0.0797318676464115,0,0,1.296324931704551,4.48966358457132,APP;NCKAP1;GPI;CLTC;LPCAT1;GHITM;ACTB;DCAF6;MAP1LC3B;TUBA1B;LGALS1;BASP1;TUBB3;DNER;CFL1;SUMO2;KIF21A;CEP170;PTGDS;KIFAP3;B2M;TMEM14A;TMSB10;SCN1B;SCN1A;SKP1;DDX17;COX8A;ZYG11B;BNIP3L;HSP90AA1;ACOT7;SECISBP2L;HLA-C;AHSA1;MIF;RABGGTB;SYNGR3;TUBB2A;DDAH1;WDR82;PRKAR1A;SNPH;NDUFS5;VAMP1;ATP6V0D1;ALDOA;TSPYL4;ARL8B;RTN3;BEX1;OAT;PFKFB3;HIF1A;RTN4;UGCG;UGP2;PNMA1;CHN1;EMC2;MXI1;PGK1;ATP6V1D;FDFT1;MDH1;BNIP3;L1CAM;TUBB4B;VEGFA;RCAN2;TTC3;NDUFAB1;TOMM7;SERINC1;CALM1,Aging_Perturbations_from_GEO_down
Human brain (frontal cortex) 28 years vs 100 years GSE53890 aging:228,79/356,0.0315024512029528,0.0797318676464115,0,0,1.286754427548651,4.449197813922232,GPI;NRSN2;GMFB;ARHGDIG;FHL2;IFIT1;IFIT3;TMEM263;ZDBF2;PANX1;CALB2;LGALS1;EDNRB;OTUD6B;TNFAIP8L1;IER5;GTF2I;KLF10;LYPLA1;MORC3;ACOT7;MRPS2;LIG4;MIF;C4ORF48;RANGAP1;YWHAZ;CDC40;TMEFF1;RCN1;BBS10;BBS12;ITPKA;ALDH1A1;CKS2;FSCN1;DNLZ;PFN1;ALDOA;MPND;RNF166;IRF9;ABCG2;CUTA;INSIG2;ABHD8;TMEM160;CRIP2;LIN7C;ACTR3B;WDR24;CORO1A;TRHDE;STIP1;ORC4;ZNHIT1;RACGAP1;TMEM65;PSMB3;NRBF2;JAZF1;FAHD1;NEGR1;STAT1;DENND4A;VTA1;YIPF5;ISG15;NETO2;SPATA2L;ANLN;NUDT21;UBE2W;LSM7;ZBTB6;TMEM158;UBE2S;FARSA;CUL4B,Aging_Perturbations_from_GEO_down
Mouse liver 6 months vs 26 months GSE20425 aging:368,46/195,0.0344129856915116,0.0863343325243185,0,0,1.3911070560291667,4.687086627228786,FOXA1;RNASEH2C;RARG;NDUFA13;ALAS1;SDC4;ECI1;OGG1;GMNN;ONECUT1;MCM10;ATP1A2;MRPL34;CALB2;PSMD9;DBP;CHCHD6;UBC;GNA12;PIM3;MYH11;A4GALT;POLR2I;ACADS;SLC39A4;BCKDHA;MED1;CBR1;JUN;SLC35A4;LAMB2;USP2;PAM16;G0S2;RFX1;FOS;CIT;CLIP2;MAF;MAFF;CKS2;FOSB;ATF3;HCN2;GNE;HSPA1A,Aging_Perturbations_from_GEO_down
Mouse hippocampus 9 months vs 14 months GSE48911 aging:390,27/106,0.0388271069536041,0.0965613268585285,0,0,1.5385417833538704,4.998163214895167,NCKAP1;NDUFA13;RPLP1;COX6A1;COX5B;ACTB;ACTG1;RPS15;TUBA1B;RPS19;RPL18A;BASP1;FTH1;ENC1;RPL35;RPL13;MBP;RPS2;PTGDS;RPL23A;EEF1A1;RPS26;RPS28;RPL37A;ALDOA;RPL28;RPS21,Aging_Perturbations_from_GEO_down
Mouse neuroretina 7 weeks vs 64 weeks GSE38671 aging:210,63/281,0.0416880566792156,0.1021557508160802,0,0,1.3027997027317924,4.139698951405577,RPL5;GMFB;RPL31;RPLP1;CROT;DCAF7;RPS15;MAP1LC3B;TUBA1B;PTTG1;RPS18;SMPD1;RPL36;MFSD1;HMGN2;GLUL;RPS9;CACYBP;MIF;PTP4A1;HADHA;RCN1;RNF169;MTHFD2;HNRNPH1;TMX1;POLR1D;RPL29;SLC25A5;RPL28;PTMA;CHMP5;FYTTD1;ATP6V1A;BEX1;MAX;ARL1;TM9SF3;PSMB6;UBC;RPL13;RPL18;EMC7;CDR2;TRIM44;RPL19;CCT4;NONO;YIPF5;CRIPT;ASNS;RPL23A;PA2G4;UCKL1;RPS26;KLHL9;RPS28;HNRNPF;EIF3G;CALM1;RBM45;EIF3D;SPC25,Aging_Perturbations_from_GEO_down
Human bone marrow mononuclear cells 28 years vs 79 years GSE32725 aging:306,64/286,0.0417909889702146,0.1021557508160802,0,0,1.2996735209643844,4.126560303563128,CHIC2;NCF2;SPPL2A;HMGB2;SLC7A11;PPP1R18;HERPUD1;ACTG1;LGALS1;YWHAQ;BASP1;FTH1;ARL6IP5;RAC2;COTL1;OLR1;PIM3;HMGN2;B2M;IER5;HMGN3;TMSB10;IER3;HMGN1;DDX17;SRGN;GPX1;IFNGR2;UBE2E1;TALDO1;C6ORF62;RPS3A;GPCPD1;EEF1A1;PTP4A2;HNRNPH1;ATP6V1B2;AHRR;GSAP;MMADHC;ARL8B;CD63;DDX5;CEBPB;PFKFB3;RGS19;GSTP1;OAZ1;CORO1A;RTN4;HMOX1;RPL13;SEC11A;MCL1;EGR2;MARCKSL1;LAPTM5;NFKB1;RNF149;SERINC1;VIM;FBXL5;CKLF;NUCB2,Aging_Perturbations_from_GEO_down
Human fibroblast 27 years vs 89 years GSE15829 aging:350,83/382,0.0441374299375563,0.106977160696111,0,0,1.2521269399872232,3.907195885096637,ELL;RPLP1;AP4E1;HSPB1;ARRB1;PRDM1;RPL8;COX6A1;FBXO21;DNPH1;LGALS1;SNRPD2;RPS19;RPL18A;FTH1;OPA3;ZSCAN32;CFL1;RPLP2;TMSB10;GAMT;PNISR;GPX1;NUTF2;TGFBR1;RBX1;EEF1A1;LENG1;MRPL53;ZAP70;FAM222A;BBS10;RPUSD1;FRMD8;EEF1D;RPL37A;IRF2;KXD1;AHRR;PFN1;SLC25A5;CD63;COPB2;ZNF395;FKBP2;MAX;GLT8D1;GATA4;HIF1A;RBFA;CENPB;UBE2J1;C12ORF57;PSMB6;PPP1R2;ORC4;NRAS;APOL6;PDCD11;PALMD;PACSIN2;RPL13;RALY;ROMO1;KDSR;RPL19;POLR2L;MBTPS1;RAB4B;YIPF5;SEMA4C;ZBTB10;TDRD3;NDC80;TIMM10B;UBE2W;LSM7;MEIS1;TMEM17;NFIC;TOMM7;VIM;TEK,Aging_Perturbations_from_GEO_down
Mouse peripheral adipocyte 6 months vs 14 months GSE25905 aging:297,43/185,0.0491900474700019,0.1182214586253828,0,0,1.36393779342723,4.108267875549266,CEBPB;SDC4;CEBPD;LSMEM1;FBF1;MRPL38;SLC7A11;BACH1;SBNO2;ADAMTS1;MYC;ENC1;NRIP1;NLRP3;HMOX1;OLR1;JUNB;IER5;IER2;IER3;EGR1;EGR2;JUN;TNFRSF12A;ZBTB10;OSGIN1;FOS;ETV3;VASN;FBXO30;GADD45G;FOSL2;VEGFA;SLC4A7;IL6;RNF149;IRF1;FDX1;MAFF;ID3;FOSB;ACOT4;ATF3,Aging_Perturbations_from_GEO_down
Mouse hippocampus 3 months vs 16 months GSE20270 aging:215,64/290,0.0534126838474544,0.127300229836433,0,0,1.2763539526292755,3.739343155428331,NCKAP1;PTPRN;ARID4B;NR3C1;CLINT1;PPP1R9B;UBE2Q2;OTUD6B;CFL1;MAP3K7;SCN1B;GIT1;MAP2K1;ATRX;ALG2;MAPK8IP2;FBXO11;YWHAZ;LRRC41;EPN1;MLF2;CLDN11;RBL2;CLIP2;KAT2A;PRKAR1A;COL6A1;ORAI2;FSCN1;CTXN1;SHANK3;ARL8B;ATP6V1A;NECAB3;USO1;SRRT;TGFA;KLHL12;AK4;CENPB;FGD1;ZNRF2;INPP5F;U2AF2;GPC1;MGAT5B;GNA12;ANKRD10;CAMTA2;NCDN;TBC1D12;CYTH1;SPTBN2;XBP1;MARCKSL1;NMNAT2;L1CAM;SCAF1;PRRC2A;HNRNPL;MYBBP1A;ATM;CALM1;KBTBD7,Aging_Perturbations_from_GEO_down
Human CD4+Tlyphocytes 29 years vs 81 years GSE62373 aging:176,81/377,0.0576945005843907,0.1363688195631053,0,0,1.233877300939345,3.5197502703715795,ATF1;GPR65;NCAPG2;CCP110;XYLT1;CHM;GCC2;ARID4B;IKZF3;DCAF7;RAB22A;ZNF83;TNFAIP8L1;PTGDS;SEC62;SLC35A5;ENOPH1;MEF2A;DDX17;TTC37;CHST7;ZNF281;VPS13C;HLA-C;SCAMP1;CASD1;ZFX;UHMK1;CD2AP;IL17RA;ZC2HC1A;TMX1;GPR160;IFNAR1;NFAT5;CEBPA;STXBP3;INSIG2;USO1;FGL2;ARL1;NR2C2;MFF;KRCC1;UGCG;NPAT;ERLEC1;COMMD8;SPAST;CDC45;RBBP5;RAD21;E2F2;MBP;EPS15;ATP6V1D;SLC15A4;SAC3D1;ZKSCAN1;HES4;ABCA1;LYN;CREBBP;NDFIP1;GALNT4;CCZ1B;KIDINS220;NEK7;ZBTB10;M6PR;NOC3L;IRAK1BP1;UBLCP1;TAOK1;CENPK;TCEA1;CDK13;RBAK;CRLF3;TAF4;SLC25A36,Aging_Perturbations_from_GEO_down
Rat thoracicaorta 6 months vs 15 months GDS3077 aging:122,66/302,0.0599172761007374,0.1404618111869745,0,0,1.2603900626886464,3.547733848382962,SLC25A1;RPL5;ARF1;ECI1;TECR;HSPB1;COX6A1;TXN2;ACTG1;C4B;RPL18A;FTH1;GRB10;RPLP2;PMEPA1;PIM3;GLUL;SREBF1;HSP90AA1;CLUH;RPS5;TALDO1;MIF;FOS;EEF1A1;PTP4A1;HADHA;LOX;NDUFS7;PPARG;ALDOA;TKT;SLC25A5;NDUFB9;BTF3L4;CRIP2;ATP1A2;COX5B;COX5A;GNG10;PSMB4;UBB;PRKAR2B;LMNA;PGK1;RPS2;CYC1;DECR2;EGR1;CD74;JUN;PDHA1;MDH1;HSPA5;NDUFA5;MDH2;CNBP;NDUFA3;G0S2;PFKL;FABP5;P4HA1;HNRNPF;FASN;NDUFAB1;CYCS,Aging_Perturbations_from_GEO_down
Mouse cochlea 4 months vs 15 months GDS2681 aging:95,89/420,0.0646431719218671,0.1503085135744226,0,0,1.212466443495011,3.320791357423609,NDUFA13;ECI1;CLTA;PIK3CD;PRL;COX6A1;DMKN;ACTB;RPS15;LAPTM4A;LGALS1;DBP;SCP2;TRIM28;RPS19;RPL18A;RPS18;FTH1;ARHGDIA;NTMT1;SUMO2;RPL36;RBPMS2;ARL6IP5;RPL35;TMED2;B2M;APPL2;PHLDA3;COX8A;LYPLA2;SREBF1;DUSP2;GPX1;RPS5;YWHAZ;TNFRSF1A;NDUFS8;RPL37A;COL6A1;TKT;SLC25A5;PFN1;RPL28;PTMA;MGLL;CEBPB;NDUFB11;RPL12;GSTP1;AK1;PXN;FURIN;COX5B;OAZ1;COX5A;RBFA;U2AF2;CYC1;RPL18;NDUFV1;HMOX2;RPL19;CD74;NDUFA7;SF3A2;NDUFA6;MDH1;NDUFA5;IDH3G;CBX3;AMFR;RARRES1;CHCHD10;HIGD2A;CS;SPSB3;RPS26;QDPR;RPS28;SLC25A39;KRT15;APOC1;ID1;CTNNB1;CYCS;CCDC22;ACO2;FAU,Aging_Perturbations_from_GEO_down
Rat femur 30 weeks vs 56 weeks GDS509 aging:272,34/145,0.0661914341216225,0.1526673399901939,0,0,1.3788451793439325,3.7438462473986047,NDUFB9;RPL31;TECR;HSPB1;AKR1B1;COX5B;COX5A;ACTB;C4B;BAG6;UBB;UBC;RPLP2;CYC1;COX8A;NDUFA9;CD74;HSP90AA1;GPX1;NDUFA6;NDUFA5;MDH1;RPS5;NDUFA3;IDH2;CYBA;CDC42BPB;PTP4A2;NDUFS7;HNRNPF;NDUFAB1;VIM;ALDOA;SLC25A5,Aging_Perturbations_from_GEO_down
Mouse spinal cord 6 months vs 30 months GDS1280 aging:3,44/195,0.0711253215976757,0.1627347358154821,0,0,1.3121084039164668,3.468311712188317,SLC25A1;APP;PYGB;RTN3;NDUFB9;CHPF;CNP;TCF25;TECR;CEND1;ATP1A2;COX5B;COX6A1;OAZ1;COX5A;ACTB;GJC2;RPL18A;UBB;FTH1;CFL1;EIF4H;MBP;IGFBP7;PTGDS;GLUL;NDUFV1;CCT4;COX8A;FDPS;GABARAPL1;TUBB4B;LSS;COPZ1;SIRT2;CS;NCOR2;G6PC3;PSMC4;PADI2;ALDOA;SLC25A5;MPND;SLC27A4,Aging_Perturbations_from_GEO_down
Rat femur 10 weeks vs 56 weeks GDS509 aging:266,48/216,0.0766504197683733,0.173974776727887,0,0,1.2866282535267235,3.3047049229696928,TOP2A;NDUFB9;BTG1;RPL31;ARPC5L;HMGB2;PIK3CD;COX5B;COX5A;CORO1A;ACTB;NRGN;TUBA1B;SNRPD2;PTTG1;UBB;PSMD2;STMN1;UBC;RPL36;SPP1;RPLP2;CYC1;SRGN;NDUFA9;BNIP3L;RPS9;HSP90AA1;GPX1;MDH1;NDUFA5;CNBP;IDH2;PLA2G2A;TAP1;RPS3A;TUFM;DHFR;BST1;DDX39A;HNRNPF;HMBS;CYCS;SERINC1;FAU;ALDOA;RPS21;PTMA,Aging_Perturbations_from_GEO_down
Mouse cochlea 49 days vs 252 days GDS3028 aging:88,90/429,0.0772545337218239,0.173974776727887,0,0,1.1968945600003986,3.0648276672361883,CDKN1C;RYR1;RPL5;NCKAP1;APP;NDUFA13;NDUFA11;RPLP1;CLTA;GHITM;ETFB;RPL8;COX6A1;CALB2;TUBA1B;LAPTM4A;CHCHD2;LGALS1;CDH1;FTH1;SUMO2;RPL36;RPL35;RPLP2;EFHD1;PTGDS;GLUL;HMGN1;RPS5;FBXO2;ACTN4;SIRT2;EEF1A1;TMEM37;PTP4A2;COX7A2L;NDUFS7;RPL37A;PADI2;SLC25A5;ALDOA;RPL28;ATP6V0C;ANAPC13;NDUFB9;OAT;NDUFB7;CNP;NDUFB10;NDUFB11;ATP1A2;COX5B;OAZ1;COX5A;RTN4;TTN;UBC;SPP1;PGK1;EIF4H;CTNNA1;PACSIN2;RPL13;MBP;SPTSSA;CYC1;ZBED5;RPL19;EGR1;NDFIP1;NDUFA6;PDHA1;MDH1;MDH2;NDUFA3;CNBP;GOT2;CHCHD10;RPL23A;AIF1L;CS;RPS26;TJP1;RPS28;ID3;CTNNB1;CYCS;RAB5A;RPS21;HSPA1B,Aging_Perturbations_from_GEO_down
Human CD4+Tlyphocytes 72 years vs 81 years GSE62373 aging:171,79/373,0.0782841167923265,0.1749160734578546,0,0,1.2110685463860067,3.0850887884883624,SPON1;CLIC3;GPR65;HMGB2;NUCKS1;IFIT1;IFIT3;SLC2A8;OASL;ZNF83;MYC;EFHD2;ZNF600;PIM2;PTGDS;EOMES;GBP5;DUSP2;DCXR;CKAP2;HLA-C;SYTL3;TTC38;SAP30;SIGIRR;GCHFR;SARS2;CD8A;SHPK;RAB34;ORAI1;NBL1;PTMA;FAM8A1;RNF166;IDO1;LRRC14;SNAP47;WDR26;RRN3;CEBPD;ADRB2;MFF;HSD17B8;PMF1;HELZ2;DPP4;UGCG;CCL5;MBP;BAK1;LYAR;SLC15A4;SMARCE1;GALNT4;CCZ1B;ZNF140;ATP13A1;IFI44;RANBP9;NFXL1;ISG15;RPL23A;ZBTB11;ADAP1;HNRNPL;XAB2;IL6;BCL6;ABI3;GOLGB1;CENPK;HLA-DPB1;TAB2;HSPA1B;NUCB2;TRMT61B;APOBEC3B;HSPA1A,Aging_Perturbations_from_GEO_down
Mouse hippocampus 9 months vs 20 months GSE48911 aging:385,36/158,0.0848148300223855,0.1871138548581679,0,0,1.328155180955065,3.276937181833637,NCKAP1;NDUFA13;RPLP1;ROGDI;TECR;COX6A1;COX5B;ACTB;ACTG1;NRGN;GNG10;TUBA1B;BASP1;FTH1;ARHGDIA;CFL1;ENC1;RPLP2;CAMTA2;SPTBN2;SMARCC2;RPL23A;YWHAZ;MLF2;EEF1A1;RPS26;DRAP1;PFKL;KIFC2;GNB2;RPL37A;ALDOA;RPL28;CTXN1;RPS21;SHANK3,Aging_Perturbations_from_GEO_down
Rat femur 6 weeks vs 52 weeks GDS509 aging:262,59/273,0.0850517522082581,0.1871138548581679,0,0,1.2418080878671562,3.060430268394067,RPL5;ARF1;BTG1;RPL31;ARPC5L;PLOD2;RPL8;METRNL;ACTB;TXN2;ACTG1;LGALS1;RPL18A;RPS18;GRB10;RPL35;PMEPA1;TMSB10;RPS9;CACNA2D1;EEF1A1;RCN3;COX7A2L;MMP14;MYH3;LOX;NDUFS5;RPL29;ALDOA;RPL28;PTMA;PLEC;CD63;AK1;CRIP2;COX5A;PCBP4;GPC1;SPP1;PGK1;FYN;FLNC;RPS2;CYC1;RPL18;RPL19;MDH1;MDH2;IDH3G;NDUFA3;FN1;P4HA1;KIF4A;TTC3;ID3;CYCS;SERINC1;VIM;RPS21,Aging_Perturbations_from_GEO_down
Rat thoracicaorta 3 months vs 6 months GDS3077 aging:119,44/199,0.0925140416025017,0.2019772205978283,0,0,1.277932042054693,3.041982845009173,CEBPB;SMARCD2;SDC4;MAZ;ACTB;STK10;PSMB4;MAP1LC3A;EEF2K;GPC1;UCP2;FLOT1;TMED2;TSPO;CAPN1;HRAS;SLC19A1;RPL19;SH3GL1;PDHA1;JUP;LAMB2;IDH2;PTOV1;G0S2;SND1;COPZ1;CS;MMP14;MED25;DAB2;PFKL;DDX39A;LOX;FASN;GNB2;NINJ1;CASQ2;CORO7;FAU;PFN1;ATP6V0C;HSPA1B;HSPA1A,Aging_Perturbations_from_GEO_down
Rat whiteadipose 4 months vs 28 months GDS3102 aging:126,65/306,0.0971256936552659,0.2104390029197428,0,0,1.2148236456538226,2.832664219923988,SLC25A1;ITGB1;NDUFA11;TECR;PTEN;ETFB;COX6A1;ACTB;LIPE;CHCHD2;LGALS1;SCP2;TMEM43;FTH1;CLIC2;GLUL;CTSD;TMSB10;SKP1;HMGN1;COX8A;SUN2;TALDO1;PTP4A1;TUBB2A;CMPK1;SLC25A10;ATF5;ALDOA;TKT;MGLL;LRRC58;NDUFB10;ATP1A2;UQCR10;COX5A;AGPAT2;RTN4;HSP90B1;SH3BGRL;PGRMC2;PRKAR2B;UBC;PGK1;NDUFV1;XBP1;PDHA1;MDH1;HSPA5;IDH3G;VEGFB;G0S2;CHCHD10;ASNS;CS;FKBP1A;EHD2;FABP5;PSAT1;FASN;NDUFAB1;CYCS;ACO2;VIM;FBN1,Aging_Perturbations_from_GEO_down
Mouse liver 6 months vs 26 months GSE20426 aging:378,60/281,0.0994256704310972,0.2138025694984497,0,0,1.222666614467767,2.822336298715918,ALAS1;MCM7;ZWILCH;HDAC11;NCAPG2;ONECUT1;MCM10;MKI67;CDC20;DBP;STMN1;DBT;PBK;TK1;GLUL;SLC39A4;MCCC2;RFC4;DCXR;USP2;CKAP2;ESCO2;PRLR;KLF15;TTC38;MTHFD1;PPP1R3B;SCNN1A;BIRC5;MCM5;DNAJC9;TSPYL4;MCM2;OAT;NDUFB10;UHRF1;LIN7A;HSD17B10;CLCN2;AP3M1;AMDHD1;ASL;HACL1;ECT2;E2F8;CDT1;FAHD1;RRM2;UBE2C;RPA1;SHCBP1;TTC39B;ALDH4A1;MAFB;BCL6;UBE2T;RCAN2;CDK1;NIT2;SPC24,Aging_Perturbations_from_GEO_down
Mouse liver 6 months vs 26 months GSE20426 aging:380,52/241,0.1026031343687086,0.2177686579840941,0,0,1.2387464840820452,2.8204855148199384,ARHGAP11A;DAZAP1;MCM7;MCM8;CDC20;CDH1;RUVBL1;OIP5;TK1;SLC39A4;SREBF1;ACOT7;RFC4;TNFRSF12A;DCXR;CACYBP;KNSTRN;NHP2;BIRC5;MCM5;KIF20A;ATF3;MCM2;RPS19BP1;UHRF1;CDCA8;TCEAL8;CCNB2;CAMK2N2;POC1A;PLEK2;ASL;LYAR;EMC9;MPST;KLHDC4;LRRC24;RRM2;KLHL25;NDUFA5;LAMB2;MID1IP1;SPATA2L;GALE;BCL6;FASN;NDUFAF5;ID1;HSPA1B;SPC24;HSPA1A;CDKN3,Aging_Perturbations_from_GEO_down
Mouse hippocampus 4 months vs 14 months GSE48911 aging:388,31/136,0.1030183836018948,0.2177686579840941,0,0,1.3284079523282182,3.0192691253035653,ATP6V1A;YWHAE;NDUFA13;BEX1;WBP2;COX6A1;CMIP;ACTB;ACTG1;NRGN;CHCHD2;TUBA1B;BASP1;FTH1;CAMK2N2;ENC1;NCDN;RPS2;RAP1GAP2;JUND;HPCAL1;TMEM130;SYN1;EEF1A1;RPS28;TUBB2A;CTXN1;ATP6V0C;PTMA;STX1A;PFN2,Aging_Perturbations_from_GEO_down
Rat diaphysealfemoralcallus 6 weeks vs 52 weeks GDS1995 aging:116,48/221,0.1038301837057944,0.2177686579840941,0,0,1.2490565734361307,2.829111344406131,TOP2A;ATP6V1A;RPL5;CD63;FEN1;SMARCD2;HDAC2;PTPRS;BTG1;TFRC;HMGB2;PIK3CD;RPL8;METRNL;COX6A1;CORO1A;MYL12B;NRGN;GNG10;TUBA1B;RPL18A;RPS18;STMN1;SPP1;GRB10;RPLP2;FYN;SEC62;TMSB10;PDIA3;SRGN;BNIP3L;HSP90AA1;GPX1;HSPA5;CYBA;RPS3A;NFKB1;PNRC2;PTP4A2;DDX39A;P4HA1;HNRNPF;HMBS;CYCS;RPS21;PTMA;ATP6V0C,Aging_Perturbations_from_GEO_down
Mouse brain 6 months vs 14 months GSE15129 aging:312,46/211,0.1043157557476255,0.2177686579840941,0,0,1.2549717357056809,2.8366538608269547,TMEM151A;APP;NCKAP1;RTN3;NDUFA13;PTPRN;RPLP1;BHLHE22;ACTB;ACTG1;NRGN;RASD2;PPP3R1;TUBA1B;AKAP11;SLC22A17;BASP1;ARHGDIA;STMN1;ENC1;CHN1;CFL1;PGK1;AP1S1;MAPK1;APBB1;NCDN;RPS2;EGR1;MAP2K1;CBX6;DAPK1;ZWINT;SYN1;MLF2;EEF1A1;KIFC2;SNPH;GNB2;TTC3;SERINC1;CALM1;ALDOA;CTXN1;SQSTM1;STX1A,Aging_Perturbations_from_GEO_down
Human CD4+lyphocytes 40 years vs 81 years GSE62373 aging:165,79/380,0.1076851747655875,0.2231736230649133,0,0,1.1823886707607638,2.6350044180338843,SPON1;CLIC4;CLIC3;TFRC;CCNH;GPR65;NAB1;XYLT1;ARID4B;RORA;IFIT1;IKZF3;SLC2A6;IFIT3;C16ORF72;ZMIZ1;BASP1;ZNF83;MYC;TNFAIP8L1;RRP12;PTGDS;IER3;MAP3K5;MEF2A;DDX17;MED1;CERS6;TTC32;PDE4D;HLA-C;RAB33B;SIGIRR;DGKQ;SDE2;FSCN1;NBL1;DUS3L;IDO1;WDR26;NOTCH1;RRN3;CEBPD;FURIN;NR2C2;HIF1A;HELZ2;UGCG;NPAT;SBNO2;SNX25;HES4;ABCA1;LYN;CREBBP;PRPF38B;SLC35A3;SEC24A;GALNT4;CCZ1B;DENND4A;IFI44;G0S2;ISG15;ZBTB11;ADAP1;HNRNPL;STAG1;IL6;BCL6;TAOK1;CENPK;HLA-DPB1;FOSB;RBAK;HSPA1B;NUCB2;SLC25A36;HSPA1A,Aging_Perturbations_from_GEO_down
Human CD4+lyphocytes 52 years vs 61 years GSE62373 aging:166,62/293,0.1089236377055013,0.2238806099710936,0,0,1.2086541402374968,2.679717021936191,ZNF512B;GALNT14;ASNSD1;DDX43;ARID4B;BMI1;IKZF3;SLC2A6;ZMYM5;MFSD3;TNFAIP8L1;FGFBP3;HOXA6;MEF2A;DDX17;HSBP1;VPS13C;PDE4D;VPS37D;SLC39A13;ASH1L;GNL1;UHMK1;CLDN4;MMP14;ZC2HC1A;ESPL1;TMX1;CDC37;XRN2;TRABD;IGSF8;FGL2;SLC7A1;LMAN1;HIRA;CRACR2B;VPS51;PUF60;LMNA;THEM6;AP1M1;CREBBP;CBX6;INTS1;CPSF1;SORT1;CARD9;HPS6;FANCE;TPCN2;IL6;RYBP;FASN;TAOK1;CDC16;R3HCC1;CENPK;FOSB;RBAK;EZH1;SLC25A36,Aging_Perturbations_from_GEO_down
Rat thoracicaorta 3 months vs 15 months GDS3077 aging:120,49/227,0.109591906978857,0.2238806099710936,0,0,1.2392236123876874,2.7399131816946816,ARF1;ECI1;TECR;HSPB1;ACTB;DCAF6;ACTG1;C4B;LIPE;GJA1;RPL18A;FTH1;FLOT1;PMEPA1;PIM3;GLUL;HSP90AA1;PCYT2;TALDO1;MIF;HADHA;LOX;CASQ2;ALDOA;TKT;SLC25A5;NBL1;CEBPB;SMARCD2;SDC4;MAZ;COX5A;HSP90B1;PSMB4;UBB;RPS2;CD74;PDHA1;HSPA5;G0S2;DAB2;PFKL;FABP5;P4HA1;FASN;RAB12;SERINC1;HSPA1B;HSPA1A,Aging_Perturbations_from_GEO_down
Mouse retinal pigment epithelium / choroid 7 weeks vs 64 weeks GSE38671 aging:213,66/316,0.1226447055774185,0.2487686935825652,0,0,1.188774951076321,2.494601053924596,MTMR10;GMFB;ARL6IP1;CLTA;CHD3;ETFB;RPL8;ACTG1;PPP1CB;GJA1;STK11;EDNRB;UBL3;SNRPD2;PSMD2;SMPD1;ENPP2;ARL6IP4;ITGAV;HMGN2;BNIP3L;ATP6V1G1;PEG3;AP3B1;MIF;PJA2;HADHA;SMDT1;DDAH1;TMX1;NDUFS6;CLDN12;PHPT1;PRPS2;ANAPC13;LRPAP1;HDAC2;NDUFB7;EPAS1;TUFT1;DDX1;PON1;COX5A;TRHDE;LMAN1;SLC9A3R1;PSMB4;RAD21;PGK1;OTX2;CYC1;CDR2;POLR2L;GDF11;SLC16A1;YIPF5;SULF1;TUBB4B;VASN;TSHR;PPP1CA;HIGD2A;DRAP1;CFAP36;CALM3;STUB1,Aging_Perturbations_from_GEO_down
Rat hippocampus CA3 region 6 months vs 25 months GSE14724 aging:347,54/255,0.1257227729625189,0.2532162892062001,0,0,1.2093669296315857,2.507835190041019,TFRC;HHIP;LPCAT1;SLC2A3;SGCB;FDXR;HOMER3;STK32C;BOK;GAMT;PSD;METRN;CACNA2D1;CAD;RRAS2;ANO6;LSR;FOXP4;TMC4;EPN1;NUP93;CLDN11;MZT2B;THAP3;PHOSPHO1;DDAH1;ASPHD1;FSCN1;STX1A;PAFAH1B1;PPP1R37;NECAB3;RAB5C;RAB1B;PALM3;ATXN7L3B;SEZ6L2;FBLN2;RASD1;FCHO1;NACC1;TRA2A;MPZL1;CYTH1;JUN;OSBPL5;ADAP1;DAB2;SH3BP5L;CAPN10;MAFG;PSMG3;PXMP4;SPRN,Aging_Perturbations_from_GEO_down
Human CD4+Tlymphocytes 25 years vs 64 years GSE62374 aging:129,78/379,0.1284123657220175,0.256824731444035,0,0,1.1670942580365589,2.3954709854281,CCDC167;CHIC2;CCNH;WWC1;PDE3B;LPCAT1;XYLT1;DDX43;JADE2;ALKBH7;SLC2A6;B3GNTL1;PREX1;LYL1;MT2A;LGALS1;ZMIZ1;BASP1;FTH1;DGCR6L;OLR1;PIM2;PTGDS;MAP3K5;SMIM14;CERS6;MYOF;BTN3A3;CYBA;VPS37B;SYTL3;MZT2A;ZC2HC1A;PALLD;CKS2;FSCN1;ERF;KXD1;PTMA;RNF166;CEBPA;CEBPD;TUFT1;FURIN;PLCXD1;HSD17B8;PPP1R2;SBNO2;RXRA;TMEM204;TRA2A;E2F1;HMOX1;GSE1;SUSD3;E2F2;JAZF1;HES4;ABCA1;LYN;CD74;JUN;ZFHX3;CCZ1B;SORT1;ISG15;ARID3A;ADAP1;DAB2;TMEM158;MAFB;GOLGB1;TBXAS1;FOSB;SSBP3;HSPA1B;HSPA1A;BCL2L1,Aging_Perturbations_from_GEO_down
